text,sentiment
Oh good. I get to be the gooseberry all night now that katy isn`t coming,positive
is wondering why no one else is following it....  C`mon people!,neutral
" Good luck  I wanna see them again too. I waited outside by their buses to see them before, no autographs tho!",positive
has plopped TWICE! TWICE!  http://plurk.com/p/svs0y,negative
 for sure....I still got 2 hrs till I will be home at the fridge  but then BEER BEER BEER lol,neutral
talking to my BABE  he`s amazing,positive
  _Vincent  @ i missed the party!!!!  i bought wine and everything!!!,negative
 http://twitpic.com/4phze - Awe! I miss my baby,negative
"  I`m soo sad. It`s just on the edges of the pages, but it`s not gonna come out. *cries*",negative
"I`m at work, hoping to enjoy the day!!  Fingers are crossed!!",positive
TGIF. I don`t feel good.,negative
Now english academy,neutral
Going into liverpool soon,neutral
spring pictures today  going to schoooool,neutral
McDonalds in the car.  http://tinyurl.com/onoger,neutral
Honza takes his flight back to the Czech Republic in the morning  I`m really going to miss him.,negative
_jeffe83 its all the rain,neutral
  i know. it sucks,negative
_W wow-thanks soo much. Hope your well,positive
 Go to main settings page for iPhone and scroll down - you will see it,neutral
My name is toggling in and out of Google Suggestions Help me by searching more for 'Ganesh Jaju' and clicking on some link,neutral
 ur not blind  i was just browsing & saw ur tweet & figured i could answer ur query plus i wanted to know too,neutral
 whats wrong babe?  x,negative
 hey is there a way u can make a somatic theme for leopard? some themes have installers already that are shapeshifter independent,neutral
Why do people have 2 be so deceitful and unreal?  But my love for Steve Jones and Channing Tatum has been renewed lol...their soo nice,neutral
 Me too I need the sudden urge to do it. Missing the Diplomat title,negative
_Perez That`s great! I hope I`ll study with my bff too and we`ll live together. well..we will see,positive
So effing tired  http://bit.ly/e0ZFz,negative
 Hey Lauren...I`m a huge fan! I hope you are having fun at Wango Tango!!,positive
" >>i donÃÂ¯ÃÂ¿ÃÂ½t live in UK, so I canÃÂ¯ÃÂ¿ÃÂ½t say what i think...",neutral
Want to get a Blackberry but can`t afford it  . Just watching the telly and relaxing. Hard sesion tomorrow.,negative
" Thank you, thank you!! Thought this is where all the cool kids hang out now, hehe  xoxo!",positive
 Good afternoon Jonas Brothers  x,positive
" I wish I could work like you, dude...",positive
": Geez, a cool man like him be the villains. Too bad",neutral
 welcome back chica! hope you had a nice break,positive
 You mean set up to start using? just jump in! Use the # sign with whatever word you want to use,neutral
"@ the Eldorado house, goodbye Aliante house. *Memories made, memories fade!",neutral
Goood Moring,positive
Shower day.,neutral
WGN is playing old episodes of Rocky & Bullwinkle. Fractured Fairy Tales for the win,neutral
"_idiots hahaha! I don`t work in a **** you know  alrighty mister, have YOU done any public may dancing today?",neutral
Im bumbed though cuz ima miss da laker game        |double sad face|,neutral
i hate the bus...any donations toward my car fund?,negative
 Bad rum experience in college - still haven`t recovered,negative
"Tired, But glad its a bank holiday",neutral
1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today   Freakin filipino parents AHA,neutral
i need new running shoes!! my feet are completely torn up,negative
off to work for the day,neutral
 not so good,negative
Wishing all the Mama`s out there a very Organic Happy Mother`s Day,positive
" Aha, Ok  I might see you there yano.",neutral
 Hey thanks for following  Love the name Elijah thats what im going to name my Son,positive
Ive chosen Grease,neutral
Hahhahah I`m watching the greatest movie ever,positive
Mmmm Ham  Yummy! I have hat hair...Stupid Deli ._.,neutral
LOL!!  I`m glad I`ve seen the original trailer or that wouldn`t have made sense     Someone certainly went to a lot... http://bit.ly/A0pyr,neutral
 have a great camp!!!!! Wish I could be there.,positive
i miss you tooooo  you arent too far! *A*,negative
Watching Dr. Phil`s special on same-**** marriage. It`s sad how ignorant some people are,negative
just sending a twitter from the club! i twittered u,neutral
" Haha k we should stop here. If not, it`s going to turn into a **** section. Ohwell, my parents just came home",neutral
Happy Mother`s Day to all the Mommiessss,positive
UGH... I am soooo drag assing today  but on a brighter note I got my G1 update & it is the biznesssss!,neutral
  Chris` baby was born today!,neutral
massive headache. argh,negative
" by the way, just saw u on ellen yesterday. here it`s late comparing to usa. u were awesome!!!",positive
 #MusicMonday I agree it`s just an excuse for me to tweet music for hours on end,negative
Poor Nicole just absolutely DESTROYED her cell phone,negative
be sure to tell your Mom you love her and thank her for putting up with you!,positive
"Happy Mother`s Day to all the mums out there, old & new.",positive
" oh yeah, that`s right! thanks for reminding me",positive
I should`ve known something would go wrong. The van is having problems. Oh please tell me it will not cost us an arm and a leg,negative
My mom was happy with my present  yayy,positive
is watching neighbours!,neutral
_star v. good. i thought you were registered na?,positive
 Brent Cross? wow! I live very close from there!,positive
working from home and ran out of coffee!,negative
Greg:Showing my friends AudioBoo http://audioboo.fm/ Everyone seems 2 love it. Ta for the headzup bro. So need 2 get iPhone. Roll on June,positive
using my twitter account,neutral
UGG WANT TO GO TO KAYLEN HOUSE BUT I CANT FINNA BE BORED THIS WEEKEND!!! UUURGG WANNA SPEND DA NITE  AND GO SEE UP AND GO SHOPPING,neutral
is is listening to Heart Ain`t Brain by Chris Brown.  http://plurk.com/p/x2bp2,neutral
is going to shul,neutral
"Charter is pissing me off, the rest of the internet can access my blog except me   should have it fixed soon they say, we will see...",negative
  _c    Thank you for the FFs my friends!,positive
Finally on my way home,neutral
"Great meeting...lunch on the patio in the sunshine...nothing more perfect  busy day...time for bed, ahhhhh",positive
wishing I was anywhere but here...,negative
Hats off to a slightly unexpected yet very successful end to a grouling day!!! Night all,positive
 whuahahhaha you need to cut down on them Bram Ladages/Applejacks/pancakes,positive
 !!! Tell everyone I say hello,neutral
"17 things to do, the last thing on my mind is cleaning up everyone`s cake mess",negative
feeling lonely,negative
 I WISH YOU WERE GOING TOO!  are you still coming to nicoles preprom?  Can`t wait for preprom!!!!,positive
"Just found out my contact form was being dubbed Spam and wasn`t forwarding properly. When checked, I had no legit contacts anyway. Double",neutral
 I would love to but sadly I have to work,neutral
" talk to their creators yesterday no date for public release, just developers",neutral
About to be stick at work till freakin 2 am.  Madd suck and I worked most the day!,negative
"is missing her best friend  commme back kayla, going out in a little while",negative
" I`m on it, probably not until next week though",neutral
thinks someone may have keyed her car.  Big scratches on the hood.,negative
"Wool, time for the top cote",neutral
" I know you won`t keep a wild dog, or else you won`t be able in the situation to use Mandriva in your life.",neutral
 ii DON`T HAVE ANY EiTHER,negative
Tweeting from the tarmac at Cork Airport. Delayed,negative
It should be illegal for me to date,negative
"Its official, I`m having the worst day. I called it a mile away",negative
I scratched my iPod,negative
omgeee that hurt like helll. finally got it back in. can`t close it put the ball back in,negative
in bed watching Rove,neutral
" tell zach & jer I said happy birthday!  they seem like cool brothers, youre lucky haha",positive
 take me with you!!!  Have fun!,positive
Goddamn bloody stress and **** sending my body haywire,negative
I miss my daddy so much.,negative
" I`m thinking that you, me, , +  should have it out over some vin in HK",neutral
 Why is it going to be anti-social?,neutral
Then back to **** school,negative
Now i cant find him  Gonna be a sleepless night tonight,negative
Pretty  is it long or short? Sparkly or shiny? Lol,neutral
"_cm  Didn`t drink enough for a hangover, just tired and over worked",negative
I wanna say happy mother`s day to all the mom`s including mine love u mama,positive
I miss laughing till my stomache hurts,negative
  Aww bless hope the phones okayy  x x,positive
"Just spoke to Keith Urban`s record company, we can`t get him on the show till we`re back from holidays  sorry Jack, we`re trying mate!",negative
 Me tooo!! Wish I could get you here,neutral
"it would sicken most, the number of ways I am able to tweet",negative
hi beautiful! How`s it going?  ,positive
 http://twitpic.com/4vp3x - *swoon* Nick looks so cute when he is serious  *faints*,neutral
" yeah that was me yesterday after i found out the house i want is sold, my bank effed me over and then the car accident",negative
"Well Done , Visteon Belfast, 2 years salary paid. Just shows what happens when you stand up for yourself",positive
_pyee sure,neutral
Ugh..just starting another 2 hours of behind the wheel for drivers ed,negative
hurt. done trying..,negative
"Again, No P.F. Changs for lunch    Booooo",neutral
